Label,Data1,Altitude,Velocity,Vertical Velocity,PT Pressure,PS Pressure,PT Temperature,PS Temperature,Sensor Status,END,
="2025-09-30 오전 10:03:17",="235",="4.926765",="12.34644",="-0.002973891",="10136569",="10137180",="23.94082",="23.95354",="0",PacketEnd
="2025-09-30 오전 10:03:17",="238",="4.926743",="12.34644",="-0.002889062",="10136569",="10137180",="23.94085",="23.95361",="0",PacketEnd
="2025-09-30 오전 10:03:17",="241",="4.926717",="12.34644",="-0.002818412",="10136569",="10137180",="23.94093",="23.95364",="0",PacketEnd
="2025-09-30 오전 10:03:17",="244",="4.926685",="12.34644",="-0.002813135",="10136569",="10137180",="23.94097",="23.95371",="0",PacketEnd
="2025-09-30 오전 10:03:17",="247",="4.926649",="12.34644",="-0.002902522",="10136569",="10137180",="23.94104",="23.95375",="0",PacketEnd
="2025-09-30 오전 10:03:17",="250",="4.926612",="12.34644",="-0.003071813",="10136569",="10137180",="23.94107",="23.95382",="0",PacketEnd
="2025-09-30 오전 10:03:17",="253",="4.926576",="12.34644",="-0.00327483",="10136569",="10137180",="23.94114",="23.95385",="0",PacketEnd
="2025-09-30 오전 10:03:17",="0",="4.926542",="12.35363",="-0.003469252",="10136568",="10137180",="23.94117",="23.9539",="0",PacketEnd
="2025-09-30 오전 10:03:17",="3",="4.926511",="12.35363",="-0.003610326",="10136568",="10137180",="23.94124",="23.95392",="0",PacketEnd
="2025-09-30 오전 10:03:17",="6",="4.926485",="12.35363",="-0.003674778",="10136568",="10137180",="23.94128",="23.95396",="0",PacketEnd
="2025-09-30 오전 10:03:17",="9",="4.92646",="12.35363",="-0.003662087",="10136568",="10137180",="23.94135",="23.95399",="0",PacketEnd
="2025-09-30 오전 10:03:17",="12",="4.92643",="12.35363",="-0.0036071",="10136568",="10137180",="23.94138",="23.95409",="0",PacketEnd
="2025-09-30 오전 10:03:17",="15",="4.926393",="12.35363",="-0.003579136",="10136568",="10137180",="23.94148",="23.95414",="0",PacketEnd
